,UC Irvine Office of the Registrar,,,,,,
,WebRoster Listing,,,,,,
,,,,,,,
IMPORTANT! It is your responsibility to ensure confidentiality,,,,,,,
of the student information below. Further disclosure is,,,,,,,
"governed by Federal and State law and University policy, and",,,,,,,
is prohibited without written consent of the student(s). For,,,,,,,
"questions, contact Mark Fonseca (949/824-9672,",,,,,,,
mark.fonseca@uci.edu) in the Office of the Registrar.,,,,,,,
,,,,,,,
"Spring Quarter, 2014",,,,,,,
,,,,,,,
SENIOR DESIGN PROJ Course Code 37200,,,,,,,
"In4matx 191A, Sec. A, 4-unit Lecture",,,,,,,
"Instructor: ZIV DER HOEK, H.",,,,,,,
"Time, Place: TuTh 11:00-12:20p, DBH 1500",,,,,,,
Enrollment: 65 students (none with a FERPA privacy block),,,,,,,
Authorization codes for student enrollment were generated:,,,,,,,
,https://www.reg.uci.edu/perl/AuthCodes.pl?term_code=201414&amp;course_code=37200,,,,,,
Roster also viewable this term by this UCI NetID: MSILBERM,,,,,,,
,,,,,,,
"Additional AccessUCI students: 1, viewable via EEE at",,,,,,,
,https://eee.uci.edu/toolbox/rosters/index.php?type=accessuci&quarter=S14&amp;ccode=37200,,,,,,
,,,,,,,
,,,,,,,
Student#,Name,Email,Major,Lvl,Opt,Unts,Notes
1234617,"JESSE, PHYLIS",JESSEP@UCI.EDU,IN4MATX,JR,GR,4,
1234618,"DUREN, MARGET",DURENM@UCI.EDU,IN4MATX,SR,GR,4,
1234619,"GOLDSTEIN, SATURNINA",GOLDSTEINS@UCI.EDU,IN4MATX,SR,GR,4,
1234620,"BRISKI, JOSELYN",BRISKIJ@UCI.EDU,BUSECON,SR,GR,4,
1234621,"ORTEGON, DIEDRE",ORTEGOND@UCI.EDU,CSE+SW ENGR,SR,GR,4,
1234622,"MCLENDON, DAWNE",MCLENDOND@UCI.EDU,IN4MATX,SR,GR,4,
1234623,"HOY, ALLEN",HOYA@UCI.EDU,IN4MATX,SR,GR,4,
1234624,"HERRINGTON, SIMA",HERRINGTONS@UCI.EDU,IN4MATX,JR,GR,4,
1234625,"PULLINS, NEVA",PULLINSN@UCI.EDU,IN4MATX,SR,GR,4,
1234626,"KOVAC, MARIAN",KOVACM@UCI.EDU,IN4MATX,SR,GR,4,
1234627,"BRASWELL, MAGDALEN",BRASWELLM@UCI.EDU,IN4MATX,SR,GR,4,
1234628,"CALEY, MARIO",CALEYM@UCI.EDU,IN4MATX,JR,GR,4,
1234629,"MELL, VALERIA",MELLV@UCI.EDU,IN4MATX,SR,GR,4,
1234630,"MCCURDY, WALLY",MCCURDYW@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"WINES, JACOB",WINESJ@UCI.EDU,IN4MATX,JR,GR,4,
1234631,"RYDER, CHRISTINA",RYDERC@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"MCNICOL, IAN",IMCNICOL@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"DHINGREJA, VINAYAK",VDHINGREJ@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"PETROV, DELIAN",PETROVD@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"SILBERMAN, MICHAEL",MSILBERM@UCI.EDU,IN4MATX,SR,GR,4,
297353758,"Murray, Cailin",CMURRAY@UCI.EDU,IN4MATX,SR,GR,4,
298327605,"Kirk, Camille",CKIRK@UCI.EDU,SW ENGR,SR,GR,4,
299301452,"Gaines, Candice",CGAINES@UCI.EDU,IN4MATX,SR,GR,4,
300275299,"Tyler, Blair",BTYLER@UCI.EDU,IN4MATX,JR,GR,4,
301249146,"Stuart, Amy",ASTUART@UCI.EDU,IN4MATX,SR,GR,4,
302222993,"Roberson, Camilla",CROBERSON@UCI.EDU,IN4MATX,SR,GR,4,
303196840,"Jimenez, Charde",CJIMENEZ@UCI.EDU,BUSECON,SR,GR,4,
304170687,"Cobb, Jada",JCOBB@UCI.EDU,CSE+SW ENGR,SR,GR,4,
305144534,"Duke, Dillon",DDUKE@UCI.EDU,IN4MATX,SR,GR,4,
306118381,"Stephens, Uriah",USTEPHENS@UCI.EDU,IN4MATX,SR,GR,4,
307092228,"Mooney, Cara",CMOONEY@UCI.EDU,IN4MATX,JR,GR,4,
308066075,"Wilkins, Kennan",KWILKINS@UCI.EDU,IN4MATX,SR,GR,4,
309039922,"Albert, Orli",OALBERT@UCI.EDU,IN4MATX,SR,GR,4,
316830698,"Norris, Desirae",DNORRIS@UCI.EDU,IN4MATX,SR,GR,4,
317804545,"Wilson, Gay",GWILSON@UCI.EDU,IN4MATX,JR,GR,4,
318778392,"Lott, Chase",CLOTT@UCI.EDU,IN4MATX,SR,GR,4,
319752239,"Tran, Dalton",DTRAN@UCI.EDU,IN4MATX,SR,GR,4,
320726086,"Herman, Bo",BHERMAN@UCI.EDU,IN4MATX,JR,GR,4,
321699933,"Greer, Regina",RGREER@UCI.EDU,IN4MATX,SR,GR,4,
322673780,"Wagner, Clementine",CWAGNER@UCI.EDU,IN4MATX,SR,GR,4,
323647627,"Valdez, Nash",NVALDEZ@UCI.EDU,IN4MATX,SR,GR,4,
324621474,"Glass, Ignacia",IGLASS@UCI.EDU,IN4MATX,SR,GR,4,
325595321,"Garza, Morgan",MGARZA@UCI.EDU,IN4MATX,SR,GR,4,
326569168,"Craig, Carol",CCRAIG@UCI.EDU,IN4MATX,JR,GR,4,
327543015,"Koch, Vaughan",VKOCH@UCI.EDU,IN4MATX,SR,GR,4,
328516862,"Gates, Lynn",LGATES@UCI.EDU,IN4MATX,SR,GR,4,
329490709,"Rasmussen, Susan",SRASMUSSEN@UCI.EDU,IN4MATX,SR,GR,4,
330464556,"Crawford, Hunter",HCRAWFORD@UCI.EDU,IN4MATX,SR,GR,4,
331438403,"Phillips, Wallace",WPHILLIPS@UCI.EDU,IN4MATX,SR,GR,4,
332412250,"Glover, Audra",AGLOVER@UCI.EDU,IN4MATX,JR,GR,4,
333386097,"William, Jack",JWILLIAM@UCI.EDU,IN4MATX,SR,GR,4,
334359944,"Atkinson, Lani",LATKINSON@UCI.EDU,IN4MATX,SR,GR,4,
335333791,"Lynch, Karina",KLYNCH@UCI.EDU,IN4MATX,SR,GR,4,
336307638,"Spencer, Jakeem",JSPENCER@UCI.EDU,IN4MATX,SR,GR,4,
337281485,"Griffith, Joel",JGRIFFITH@UCI.EDU,IN4MATX,SR,GR,4,
338255332,"Bonner, Constance",CBONNER@UCI.EDU,IN4MATX,JR,GR,4,
366496895,"Caldwell, Stone",SCALDWELL@UCI.EDU,IN4MATX,SR,GR,4,
367470742,"Tillman, Zeus",ZTILLMAN@UCI.EDU,IN4MATX,SR,GR,4,
368444589,"Mcintosh, Renee",RMCINTOSH@UCI.EDU,IN4MATX,SR,GR,4,
380130753,"Estrada, Kieran",KESTRADA@UCI.EDU,IN4MATX,SR,GR,4,
381104600,"Phelps, Zoe",ZPHELPS@UCI.EDU,IN4MATX,SR,GR,4,
382078447,"Mccarty, Ignatius",IMCCARTY@UCI.EDU,IN4MATX,JR,GR,4,
383052294,"Carr, Bert",BCARR@UCI.EDU,IN4MATX,SR,GR,4,
384026141,"Le, Roary",RLE@UCI.EDU,IN4MATX,SR,GR,4,
384999988,"Mullen, Akeem",AMULLEN@UCI.EDU,IN4MATX,SR,GR,4,
385973835,"Bass, Joseph",JBASS@UCI.EDU,IN4MATX,SR,GR,4,
386947682,"Suarez, Fatima",FSUAREZ@UCI.EDU,IN4MATX,SR,GR,4,
387921529,"Welch, Clinton",CWELCH@UCI.EDU,IN4MATX,JR,GR,4,
388895376,"Morse, Mariam",MMORSE@UCI.EDU,IN4MATX,SR,GR,4,
389869223,"Ray, Kennedy",KRAY@UCI.EDU,IN4MATX,SR,GR,4,
390843070,"Gilbert, Trevor",TGILBERT@UCI.EDU,IN4MATX,SR,GR,4,
391816917,"Glenn, Ethan",EGLENN@UCI.EDU,IN4MATX,SR,GR,4,
