,UC Irvine Office of the Registrar,,,,,,
,WebRoster Listing,,,,,,
,,,,,,,
IMPORTANT! It is your responsibility to ensure confidentiality,,,,,,,
of the student information below. Further disclosure is,,,,,,,
"governed by Federal and State law and University policy, and",,,,,,,
is prohibited without written consent of the student(s). For,,,,,,,
"questions, contact Mark Fonseca (949/824-9672,",,,,,,,
mark.fonseca@uci.edu) in the Office of the Registrar.,,,,,,,
,,,,,,,
"Spring Quarter, 2014",,,,,,,
,,,,,,,
SENIOR DESIGN PROJ Course Code 37200,,,,,,,
"In4matx 191A, Sec. A, 4-unit Lecture",,,,,,,
"Instructor: ZIV DER HOEK, H.",,,,,,,
"Time, Place: TuTh 11:00-12:20p, DBH 1500",,,,,,,
Enrollment: 65 students (none with a FERPA privacy block),,,,,,,
Authorization codes for student enrollment were generated:,,,,,,,
,https://www.reg.uci.edu/perl/AuthCodes.pl?term_code=201414&amp;course_code=37200,,,,,,
Roster also viewable this term by this UCI NetID: MSILBERM,,,,,,,
,,,,,,,
"Additional AccessUCI students: 1, viewable via EEE at",,,,,,,
,https://eee.uci.edu/toolbox/rosters/index.php?type=accessuci&quarter=S14&amp;ccode=37200,,,,,,
,,,,,,,
,,,,,,,
Student#,Name,Email,Major,Lvl,Opt,Unts,Notes
1234617,"JESSE, PHYLIS",JESSEP@UCI.EDU,IN4MATX,JR,GR,4,
1234618,"DUREN, MARGET",DURENM@UCI.EDU,IN4MATX,SR,GR,4,
1234619,"GOLDSTEIN, SATURNINA",GOLDSTEINS@UCI.EDU,IN4MATX,SR,GR,4,
1234620,"BRISKI, JOSELYN",BRISKIJ@UCI.EDU,BUSECON,SR,GR,4,
1234621,"ORTEGON, DIEDRE",ORTEGOND@UCI.EDU,CSE+SW ENGR,SR,GR,4,
1234622,"MCLENDON, DAWNE",MCLENDOND@UCI.EDU,IN4MATX,SR,GR,4,
1234623,"HOY, ALLEN",HOYA@UCI.EDU,IN4MATX,SR,GR,4,
1234624,"HERRINGTON, SIMA",HERRINGTONS@UCI.EDU,IN4MATX,JR,GR,4,
1234625,"PULLINS, NEVA",PULLINSN@UCI.EDU,IN4MATX,SR,GR,4,
1234626,"KOVAC, MARIAN",KOVACM@UCI.EDU,IN4MATX,SR,GR,4,
1234627,"BRASWELL, MAGDALEN",BRASWELLM@UCI.EDU,IN4MATX,SR,GR,4,
1234628,"CALEY, MARIO",CALEYM@UCI.EDU,IN4MATX,JR,GR,4,
1234629,"MELL, VALERIA",MELLV@UCI.EDU,IN4MATX,SR,GR,4,
1234630,"MCCURDY, WALLY",MCCURDYW@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"WINES, JACOB",WINESJ@UCI.EDU,IN4MATX,JR,GR,4,
1234631,"RYDER, CHRISTINA",RYDERC@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"MCNICOL, IAN",IMCNICOL@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"DHINGREJA, VINAYAK",VDHINGREJ@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"PETROV, DELIAN",PETROVD@UCI.EDU,IN4MATX,SR,GR,4,
1234631,"SILBERMAN, MICHAEL",MSILBERM@UCI.EDU,IN4MATX,SR,GR,4,
297353758,"MURRAY, CAILIN",CMURRAY@UCI.EDU,IN4MATX,SR,GR,4,
298327605,"KIRK, CAMILLE",CKIRK@UCI.EDU,SW ENGR,SR,GR,4,
299301452,"GAINES, CANDICE",CGAINES@UCI.EDU,IN4MATX,SR,GR,4,
300275299,"TYLER, BLAIR",BTYLER@UCI.EDU,IN4MATX,JR,GR,4,
301249146,"STUART, AMY",ASTUART@UCI.EDU,IN4MATX,SR,GR,4,
302222993,"ROBERSON, CAMILLA",CROBERSON@UCI.EDU,IN4MATX,SR,GR,4,
303196840,"JIMENEZ, CHARDE",CJIMENEZ@UCI.EDU,BUSECON,SR,GR,4,
304170687,"COBB, JADA",JCOBB@UCI.EDU,CSE+SW ENGR,SR,GR,4,
305144534,"DUKE, DILLON",DDUKE@UCI.EDU,IN4MATX,SR,GR,4,
306118381,"STEPHENS, URIAH",USTEPHENS@UCI.EDU,IN4MATX,SR,GR,4,
307092228,"MOONEY, CARA",CMOONEY@UCI.EDU,IN4MATX,JR,GR,4,
322673780,"WAGNER, CLEMENTINE",CWAGNER@UCI.EDU,IN4MATX,SR,GR,4,
323647627,"VALDEZ, NASH",NVALDEZ@UCI.EDU,IN4MATX,SR,GR,4,
324621474,"GLASS, IGNACIA",IGLASS@UCI.EDU,IN4MATX,SR,GR,4,
325595321,"GARZA, MORGAN",MGARZA@UCI.EDU,IN4MATX,SR,GR,4,
326569168,"CRAIG, CAROL",CCRAIG@UCI.EDU,IN4MATX,JR,GR,4,
327543015,"KOCH, VAUGHAN",VKOCH@UCI.EDU,IN4MATX,SR,GR,4,
328516862,"GATES, LYNN",LGATES@UCI.EDU,IN4MATX,SR,GR,4,
329490709,"RASMUSSEN, SUSAN",SRASMUSSEN@UCI.EDU,IN4MATX,SR,GR,4,
330464556,"CRAWFORD, HUNTER",HCRAWFORD@UCI.EDU,IN4MATX,SR,GR,4,
331438403,"PHILLIPS, WALLACE",WPHILLIPS@UCI.EDU,IN4MATX,SR,GR,4,
332412250,"GLOVER, AUDRA",AGLOVER@UCI.EDU,IN4MATX,JR,GR,4,
333386097,"WILLIAM, JACK",JWILLIAM@UCI.EDU,IN4MATX,SR,GR,4,
334359944,"ATKINSON, LANI",LATKINSON@UCI.EDU,IN4MATX,SR,GR,4,
335333791,"LYNCH, KARINA",KLYNCH@UCI.EDU,IN4MATX,SR,GR,4,
336307638,"SPENCER, JAKEEM",JSPENCER@UCI.EDU,IN4MATX,SR,GR,4,
337281485,"GRIFFITH, JOEL",JGRIFFITH@UCI.EDU,IN4MATX,SR,GR,4,
338255332,"BONNER, CONSTANCE",CBONNER@UCI.EDU,IN4MATX,JR,GR,4,
366496895,"CALDWELL, STONE",SCALDWELL@UCI.EDU,IN4MATX,SR,GR,4,
367470742,"TILLMAN, ZEUS",ZTILLMAN@UCI.EDU,IN4MATX,SR,GR,4,
368444589,"MCINTOSH, RENEE",RMCINTOSH@UCI.EDU,IN4MATX,SR,GR,4,
380130753,"ESTRADA, KIERAN",KESTRADA@UCI.EDU,IN4MATX,SR,GR,4,
381104600,"PHELPS, ZOE",ZPHELPS@UCI.EDU,IN4MATX,SR,GR,4,
,,,,,,,
,,,,,,,
"Total: 65 students listed above for this course on Sunday, May 25, 2014.",,,,,,,
